Dates,Last 10 Year Average (Flow in cumecs),Last Year (Flow in cumecs),Current Year (Flow in cumecs),Level (m)
"12-Apr-1994",361.43367,319.9,429.6,26.29
"13-Apr-1994",362.04192,297.5,381.7,26.18
"14-Apr-1994",358.20462000000003,384.0111,275.5704,25.85
"15-Apr-1994",365.35669,464.7,347.2,26.08
"16-Apr-1994",343.46546,453.6,304.1,25.94
"17-Apr-1994",361.2076,382.6,290.5829,25.9
"18-Apr-1994",344.327348,399.2702,286.6,25.86
"19-Apr-1994",336.399311,548.5,307.6,25.99
"20-Apr-1994",313.296026,471,302.9,25.93
"21-Apr-1994",299.59329,519.1627,292.4,25.9
"22-Apr-1994",265.52701499999995,410.9173,292.4,25.9
"23-Apr-1994",256.27495,284.3,312.2,25.95
"24-Apr-1994",250.449779,284.4,318.709,25.99
"25-Apr-1994",249.82891,292.326,325.8,25.94
"26-Apr-1994",225.319024,273.0038,315.7,25.99
"27-Apr-1994",262.5579,479.1,308.8,26.01
"28-Apr-1994",250.22119999999998,556.8,300.6,25.95
"29-Apr-1994",267.23985,751.3,284.2,25.89
"30-Apr-1994",271.46799,592.1,263.4,25.85
"01-May-1994",272.72896000000003,640.3,235.8449,25.71
"02-May-1994",235.60367999999997,380.2452,257.2,25.88
"03-May-1994",197.64639899999997,472.1,220,25.58
"04-May-1994",259.45501,460.5,305.2,25.95
"05-May-1994",239.2321,380,295.9,25.95
"06-May-1994",216.94670999999997,438.7699,342.3,26.06
"07-May-1994",232.12911899999997,390.4,573.6,26.55
"08-May-1994",259.54591,412.5,517.9162,26.53
"09-May-1994",240.20981,399.2702,399.5,26.15
"10-May-1994",203.221853,100.4,255.1,25.93
"11-May-1994",327.404937,85.12637,113.7,25.15
"12-May-1994",385.67301999999995,178.9268,117.7,25.19
"13-May-1994",307.97519930000004,147.4831,109.3,25.13
"14-May-1994",301.02015,138.4408,117,25.17
"15-May-1994",257.126161,384.0111,155.4108,25.38
"16-May-1994",241.94281,308.9518,134.5,25.33
"17-May-1994",236.68285000000003,276.1766,134.5,25.25
"18-May-1994",201.49160899999998,292.7,198.6,25.59
"19-May-1994",196.560767,248.8,200.8,25.62
"20-May-1994",189.497738,236.8,144.3,25.3
"21-May-1994",178.426765,200,225.4,25.72
"22-May-1994",176.29116299999998,275.1,177.8549,25.48
"23-May-1994",181.03673999999995,292.326,178.4,25.37
"24-May-1994",168.98715099999998,103.8,201.1,25.6
"25-May-1994",154.28145800000001,113.6,204.4724,25.59
"26-May-1994",151.41664699999998,113.1,180.2,25.58
"27-May-1994",160.974658,100.3,142.5,25.38
"28-May-1994",148.03844,114.1,151,25.42
"29-May-1994",155.753649,119.8,142.7369,25.32
"30-May-1994",164.83458000000002,107.1686,121.9,25.26
"31-May-1994",149.341172,88.88,77.38586,24.95
"01-Jun-1994",173.59272,113.6149,215,25.59
"02-Jun-1994",183.24178999999998,81.94,217.4,25.62
"03-Jun-1994",156.276586,76.03,226.3,25.66
"04-Jun-1994",146.21773,78.04,210.9,25.58
"05-Jun-1994",140.68824999999998,67.72,150.4552,25.36
"06-Jun-1994",118.103273,53.30273,118.3,25.27
"07-Jun-1994",129.3816209,61.68,221,25.61
"08-Jun-1994",158.6506309,69.68,278.4,25.77
"09-Jun-1994",149.839244,66.13,219.3,25.63
"10-Jun-1994",142.61035,69.58,216.9,25.62
"11-Jun-1994",127.756306,68.88,113.5,25.13
"12-Jun-1994",140.916609,78.46,130.4851,25.26
"13-Jun-1994",159.504377,78.86867,131.9,25.32
"14-Jun-1994",194.55976199999998,82.69,90.29,24.95
"15-Jun-1994",176.23056000000003,68.13,83.49,24.9
"16-Jun-1994",218.37919,60.93,83.66,24.94
"17-Jun-1994",234.60223000000005,87,71.88,24.9
"18-Jun-1994",241.32159000000004,83.05,83.18,24.97
"19-Jun-1994",256.21369,85.44,101.7198,25.1
"20-Jun-1994",279.90103500000004,67.43635,112.9,25.24
"21-Jun-1994",240.29998999999998,77.89,103.5,25.21
"22-Jun-1994",259.45751,84.07,93.08,25.04
"23-Jun-1994",269.50602000000003,146.4,121.5,25.31
"24-Jun-1994",264.27321,303.4,154.1,25.36
"25-Jun-1994",274.4365,386,121.1,25.28
"26-Jun-1994",294.68993,438.3,156.7488,25.39
"27-Jun-1994",290.34139,290.5829,119.4,25.26
"28-Jun-1994",241.41853899999995,190,112,25.23
"29-Jun-1994",308.79315,187.9,101.5,25.21
"30-Jun-1994",371.17938,322.1,210.2,25.62
"01-Jul-1994",360.26843,434.1663,202.3,25.58
"02-Jul-1994",420.19601,452.8,245.7,25.69
"03-Jul-1994",439.82054999999997,511.4,364.2876,26.15
"04-Jul-1994",365.8825,441.7949,191.5,25.54
"05-Jul-1994",377.84060999999997,402.1,157.4,25.44
"06-Jul-1994",417.59148999999996,593.6,264.2,25.79
"07-Jul-1994",470.57921000000005,652.1,365.9,26.13
"08-Jul-1994",431.80174999999997,604.2,175.5,25.51
"09-Jul-1994",469.80116999999996,409.8,172.7,25.49
"10-Jul-1994",521.12251,377.6,232.7171,25.71
"11-Jul-1994",523.60737,453.3737,316.1,26.03
"12-Jul-1994",416.23963000000003,219.6,277.1,25.84
"13-Jul-1994",389.72021000000007,161.3,252.5,25.75
"14-Jul-1994",429.63111,484.5,304.9,25.93
"15-Jul-1994",496.57,579.9,272,25.82
"16-Jul-1994",533.2256199999999,664.4,338.9,26.09
"17-Jul-1994",606.0870899999999,649.5,364.2876,26.15
"18-Jul-1994",651.03936,551.9598,785.9678,27.15
"19-Jul-1994",581.29522,458.4,853.7593,27.28
"20-Jul-1994",579.0236100000001,612.1,902.484,27.37
"21-Jul-1994",622.0254899999999,784.7,935.7864,27.43
"22-Jul-1994",1342.7176000000002,711.9,7891.076,33.45
"23-Jul-1994",2277.20519,573.9,15574.55,36.97
"24-Jul-1994",3342.1094099999996,515.5,12022.96,35.5
"25-Jul-1994",2496.26804,389.9193,11644.27,35.33
"26-Jul-1994",2043.7023800000002,383.8,11290,35.38
"27-Jul-1994",2100.86476,419.3,12237,35.85
"28-Jul-1994",2256.75833,572.3,13438,36.19
"29-Jul-1994",2170.1745000000005,501.2,12177,35.77
"30-Jul-1994",2350.64434,642.9,13351,35.96
"31-Jul-1994",2086.14613,643,7954,32.96
"01-Aug-1994",2182.2619,614.408,7197,32.41
"02-Aug-1994",2424.12909,562.8,7727,33.33
"03-Aug-1994",2415.54456,606.3,6405,32.46
"04-Aug-1994",2208.67601,626.9,5517,31.96
"05-Aug-1994",2209.8818999999994,602.3,5315,31.96
"06-Aug-1994",2125.87559,549.5,4516,31.35
"07-Aug-1994",2012.5291099999995,547.5,4956.882,31.6
"08-Aug-1994",1434.84869,441.7949,3762,30.87
"09-Aug-1994",1065.90398,497.241,1992,28.89
"10-Aug-1994",1415.2376900000002,488.1,3334,30.47
"11-Aug-1994",1792.0977,747.2,2600,29.73
"12-Aug-1994",1371.0827,775.1,1170,27.94
"13-Aug-1994",1359.6586499999999,662.9,954.6,27.71
"14-Aug-1994",1300.2830999999999,912.8,1112.193,27.73
"15-Aug-1994",1049.16864,862.2398,1271.931,27.98
"16-Aug-1994",957.24696,526.3,998.7,27.75
"17-Aug-1994",1063.4824800000001,667,1016,27.7
"18-Aug-1994",2611.25555,778.5,988.3,27.67
"19-Aug-1994",3035.5601,824.8,1037,27.7
"20-Aug-1994",3002.35009,851.3,1226,27.91
"21-Aug-1994",2735.5498999999995,814.8,1118.359,27.74
"22-Aug-1994",3012.48725,690.2925,1002,27.8
"23-Aug-1994",2969.95623,948.1,925.4,27.57
"24-Aug-1994",2942.0861800000002,1099.067,1048,27.7
"25-Aug-1994",2373.9044599999997,1137.318,1032,27.81
"26-Aug-1994",2710.6730000000002,1034,2497,29.38
"27-Aug-1994",2507.9657500000003,941.8,2843,30.06
"28-Aug-1994",2294.58429,985,3163.993,30.15
"29-Aug-1994",2845.25189,964.9189,2230,29.13
"30-Aug-1994",2735.89993,972.6,1924,28.78
"31-Aug-1994",2994.9705799999997,1156.713,4765,31.14
"01-Sep-1994",2707.8320000000003,1051,6136,32.32
"02-Sep-1994",2722.3366,960.7,8968,34.28
"03-Sep-1994",2612.7765799999997,1010,9131,34.32
"04-Sep-1994",2595.8235600000003,979.2,10892,34.93
"05-Sep-1994",2463.5871399999996,1073.963,10030,34.61
"06-Sep-1994",2494.52276,732.3,10691,34.85
"07-Sep-1994",2642.22405,789.9,13914,35.83
"08-Sep-1994",2531.51591,900.5,12940.02,35.9
"09-Sep-1994",2445.0018,994,12823.38,35.85
"10-Sep-1994",2094.0374899999997,997.8,8833,34.27
"11-Sep-1994",2691.0809,985.3,7713.468,33.35
"12-Sep-1994",2763.1170999999995,1137.318,8753,33.76
"13-Sep-1994",2339.55895,971.8,7571,32.79
"14-Sep-1994",1555.7064400000002,1013,3983,31.37
"15-Sep-1994",1305.1806900000001,1018,3478,30.76
"16-Sep-1994",1072.2054,1031,1991,29.32
"17-Sep-1994",1149.31277,975.2,1649,28.59
"18-Sep-1994",1546.34482,1072,1285.215,28
"19-Sep-1994",1598.2859,1176.287,1328,27.85
"20-Sep-1994",1802.0353,1006,1040,27.78
"21-Sep-1994",1822.53394,834.2,1069,27.77
"22-Sep-1994",2413.6642499999994,920.2,1042,27.68
"23-Sep-1994",1961.4434999999999,1015,1028,27.68
"24-Sep-1994",1566.09528,989,1091,27.68
"25-Sep-1994",1311.5884,988,1075.584,27.67
"26-Sep-1994",1247.81792,994.5684,1058,27.67
"27-Sep-1994",2000.5854000000002,890.3,1049,27.64
"28-Sep-1994",2197.54811,1060,1004,27.55
"29-Sep-1994",3029.48963,970.2,1014,27.6
"30-Sep-1994",2497.0199999999995,921.5,996.1,27.54
"01-Oct-1994",2374.47247,965,1066,27.61
"02-Oct-1994",2857.41668,1143.763,1063.53,27.65
"03-Oct-1994",2101.9361,1061.532,768.6,27
"04-Oct-1994",1476.25833,963.3,854.8,27.22
"05-Oct-1994",1029.80559,986.3,874.4,27.4
"06-Oct-1994",1544.9470600000002,902,4143,31.33
"07-Oct-1994",1324.5386999999998,977.1,2288,29.82
"08-Oct-1994",1365.3080100000002,884.9,5807,32.32
"09-Oct-1994",992.3672300000002,890.5,2258.009,29.24
"10-Oct-1994",1122.07506,1296,2140,29.07
"11-Oct-1994",1019.3151799999999,2001.369,1714,28.71
"12-Oct-1994",1723.3518499999998,10144,1074,27.84
"13-Oct-1994",1488.6779099999999,8011,1041,27.76
"14-Oct-1994",1252.35839,6148,891.5289,27.35
"15-Oct-1994",1087.12611,4257,756.7,27.03
"16-Oct-1994",1176.2520299999999,3630,750.7245,27.08
"17-Oct-1994",1483.3456700000002,5464,797.2,27.11
"18-Oct-1994",1380.21913,5708,865.5,27.22
"19-Oct-1994",1053.67641,3462,879.7,27.17
"20-Oct-1994",1344.2243399999998,7063,934.3,27.27
"21-Oct-1994",1666.4025000000001,10118,739.4,26.92
"22-Oct-1994",1570.78873,9612.795,884.4,27.4
"23-Oct-1994",922.8664799999999,3384,880.6476,27.33
"24-Oct-1994",809.3394,2118.994,863.6,27.05
"25-Oct-1994",1133.41787,4830,914.8,27.43
"26-Oct-1994",1155.01409,5125,913.9,27.18
"27-Oct-1994",961.96043,3708,870.4,27.07
"28-Oct-1994",836.2436700000001,2364,670.6,26.76
"29-Oct-1994",719.99528,1446,860.7,27.04
"30-Oct-1994",641.00625,1527,596.3354,26.75
"31-Oct-1994",702.9925,1882.325,737.9,26.9
"01-Nov-1994",844.44024,2260,1017,27.62
"02-Nov-1994",962.0061699999999,1235,3063,30.3
"03-Nov-1994",996.5284700000002,1078,3522.313,30.47
"04-Nov-1994",761.8839,1023,1518,28.52
"05-Nov-1994",809.95138,1005,1109,27.72
"06-Nov-1994",641.07986,977,745.7614,27.07
"07-Nov-1994",527.0208600000001,941.5541,596.3,26.71
"08-Nov-1994",556.35484,662,948.4,27.37
"09-Nov-1994",491.03187,512,926.7,27.39
"10-Nov-1994",472.7805200000001,571,763.3,27.07
"11-Nov-1994",428.07389,400,681.6,26.85
"12-Nov-1994",455.60959,344.9102,960.7,27.29
"13-Nov-1994",432.1127200000001,408.0392,609.5745,26.78
"14-Nov-1994",623.03762,445.6358,789.3,26.95
"15-Nov-1994",508.24734,534,842.2,27.04
"16-Nov-1994",509.84887,716,817.9,27.01
"17-Nov-1994",545.03649,760,662.7,26.71
"18-Nov-1994",548.05092,893,684.6,26.89
"19-Nov-1994",473.48051,760,932,27.2
"20-Nov-1994",436.28507,662,827.3249,27.23
"21-Nov-1994",466.75160999999997,526.316,912.5,27.16
"22-Nov-1994",430.95164,563,1016,27.37
"23-Nov-1994",407.96385000000004,437.9715,992.1,27.32
"24-Nov-1994",444.03322000000003,680,1031,27.37
"25-Nov-1994",467.48173,601,1076,27.47
"26-Nov-1994",444.78105,675,1054,27.43
"27-Nov-1994",460.95369999999997,688,864.4603,27.3
"28-Nov-1994",421.53718,605.2618,912.8,27.2
"29-Nov-1994",378.28523000000007,605.2618,703.4,26.95
"30-Nov-1994",368.60744000000005,558,881.8,27.1
"01-Dec-1994",404.98293,613.3,877.9,27.13
"02-Dec-1994",391.19552000000004,639.1,680.4,26.88
"03-Dec-1994",386.36327,650.9,901.3,27.19
"04-Dec-1994",412.46029,597.6,848.4361,27.27
"05-Dec-1994",433.64010000000013,547.6393,1070,27.48
"06-Dec-1994",371.38991,331.3,913.4,27.21
"07-Dec-1994",372.53746,506.9,684.6,26.9
"08-Dec-1994",373.44856,381.7,619.5,26.73
"09-Dec-1994",363.0882000000001,333.6,629.2,26.75
"10-Dec-1994",361.31424999999996,391.7,881.3,27.13
"11-Dec-1994",361.7129399999999,552.4,765.7206,27.14
"12-Dec-1994",382.05078000000003,605.2618,797.2,27.04
"13-Dec-1994",341.24956699999996,433.6,714.4,26.97
"14-Dec-1994",375.49084999999997,568.2,642.2,26.83
"15-Dec-1994",380.35839999999996,575.6,596.3,26.6
"16-Dec-1994",377.85324,622.4,619.9,26.65
"17-Dec-1994",380.28556999999995,542.1,894.4,27.17
"18-Dec-1994",355.73583600000006,538.6,859.1008,27.29
"19-Dec-1994",386.59663300000005,569.4284,971.9,27.33
"20-Dec-1994",366.122853,577.5,698.1,26.93
"21-Dec-1994",367.38533500000005,433.6,699.4,26.93
"22-Dec-1994",353.0091300000001,508.3,661.2,26.84
"23-Dec-1994",401.26836000000003,517.6,738.3,27.02
"24-Dec-1994",371.14020999999997,354.6,709.4,26.99
"25-Dec-1994",386.31444000000005,389.9193,750.7245,27.08
"26-Dec-1994",354.73055999999997,321.9223,682.7,26.98
"27-Dec-1994",310.58751,288.9,816.8772,27.21
"28-Dec-1994",341.26106,389.9,650.8,26.85
"29-Dec-1994",323.48337,393.4,695.2,26.98
"30-Dec-1994",347.8030999999999,482.9,791.6,27.05
"31-Dec-1994",417.50658999999996,642.6,909.3,27.23
"01-Jan-1995",352.62825,620.5,837.8448,27.25
"02-Jan-1995",380.15529999999995,745.2836,914.7,27.15
"03-Jan-1995",368.08859,578.9,693.1,26.87
"04-Jan-1995",355.92236999999994,587,723.8,26.94
"05-Jan-1995",389.49467999999996,543.1,690.5,26.94
"06-Jan-1995",401.78385000000003,661.7,675.6,26.85
"07-Jan-1995",350.70933999999994,676.9,532.5,26.6
"08-Jan-1995",326.20671,730.6,488.1748,26.49
"09-Jan-1995",317.69627,690.2925,373.4,26.22
"10-Jan-1995",387.42524000000003,620.5,680.8,26.76
"11-Jan-1995",353.91841,631.4,512.0923,26.55
"12-Jan-1995",333.99865,554.6,507.7,26.44
"13-Jan-1995",350.0941899999999,579.7,640.4,26.69
"14-Jan-1995",342.8283800000001,379.2635,705,26.87
"15-Jan-1995",322.74259,560.5,574.6197,26.7
"16-Jan-1995",281.0441,422.8599,510.8,26.45
"17-Jan-1995",299.05128,513.6,335.3,26.02
"18-Jan-1995",336.84418999999997,548.9,356.8,26.08
"19-Jan-1995",345.55161,620.4,509,26.43
"20-Jan-1995",315.44480500000003,536.3,516.9,26.55
"21-Jan-1995",324.913203,709.7,588.1,26.69
"22-Jan-1995",319.315201,721.4,337.9807,26.07
"23-Jan-1995",359.56174999999996,591.6835,377.2,26.17
"24-Jan-1995",392.88209,557.9,682.7,26.75
"25-Jan-1995",421.42822000000007,706.1,412.9,26.27
"26-Jan-1995",391.60811,700.1195,553.3422,26.65
"27-Jan-1995",320.75783,739.7,478.8,26.41
"28-Jan-1995",366.14782999999994,786.8,614.1,26.7
"29-Jan-1995",409.62224,738.1,583.2534,26.72
"30-Jan-1995",452.45356999999996,873.3357,693.4,27.02
"31-Jan-1995",398.71964,744,514.3,26.8
"01-Feb-1995",427.47639999999996,759.3,721,27.06
"02-Feb-1995",391.824925,823.5,701.4,27.01
"03-Feb-1995",413.69276999999994,848.5,727.9,27.08
"04-Feb-1995",398.21607,809.5,508.9,26.78
"05-Feb-1995",413.25586000000004,807.3,745.7614,27.07
"06-Feb-1995",423.9468500000001,840.2789,725.8,27.08
"07-Feb-1995",398.56466,713.8,682.3,27.01
"08-Feb-1995",388.57761,747.1,674.6,27
"09-Feb-1995",380.75360000000006,730.6,677.7,26.98
"10-Feb-1995",381.93619000000007,790.8,600.1,26.69
"11-Feb-1995",430.122042,839.8,510.6,26.74
"12-Feb-1995",450.87904999999995,824.7,641.0828,26.85
"13-Feb-1995",444.27649,813.2649,739.1,27.1
"14-Feb-1995",390.24918,609,676.9,26.99
"15-Feb-1995",390.01682,775.8,639.9,26.94
"16-Feb-1995",388.724062,716.8,623.6,26.9
"17-Feb-1995",402.8787099999999,675.8,524,26.67
"18-Feb-1995",418.67737000000005,710.7,672.6,26.95
"19-Feb-1995",439.2382799999999,715.3,678.1533,26.93
"20-Feb-1995",408.31559000000004,651.7449,490.3,26.71
"21-Feb-1995",397.5368,655.8,558.7,26.76
"22-Feb-1995",420.65589,681.6,563.4,26.76
"23-Feb-1995",442.307169,795,578.2,26.78
"24-Feb-1995",416.17565999999994,805.8,533.8,26.77
"25-Feb-1995",413.48606100000006,798.3,512,26.73
"26-Feb-1995",449.55596,810,654.8515,26.88
"27-Feb-1995",443.8766,895.7632,614.023,26.79
"28-Feb-1995",425.76103,839.7,602.8,26.84
"01-Mar-1995",453.42670000000004,872.6,532,26.74
"02-Mar-1995",429.17008000000004,865,694.6,26.99
"03-Mar-1995",467.59670000000006,852.3,678.1533,26.93
"04-Mar-1995",470.42561,875.1,617.1,26.85
"05-Mar-1995",465.87649000000005,902.7,650.2443,26.87
"06-Mar-1995",450.23868999999996,924.2355,509,26.63
"07-Mar-1995",420.08101,829.1,526.6,26.68
"08-Mar-1995",422.90089000000006,751.7,568,26.83
"09-Mar-1995",432.81177100000014,757.8,625.1,26.88
"10-Mar-1995",471.27700999999996,765.3,708.6,27.02
"11-Mar-1995",477.27322499999997,843.1,722.8,27.03
"12-Mar-1995",467.86069999999995,824.6,745.7614,27.07
"13-Mar-1995",453.82505000000003,760.6834,705.8,27
"14-Mar-1995",466.49321999999995,867.7786,662.2,26.97
"15-Mar-1995",474.941,906.1,698.7,27.03
"16-Mar-1995",442.38986000000006,858.7,648.2,26.92
"17-Mar-1995",505.9370799999999,897,587.5966,26.73
"18-Mar-1995",523.37788,852.3,549,26.81
"19-Mar-1995",520.45839,935.3,650.2443,26.87
"20-Mar-1995",498.66371,982.6496,645.4,27.03
"21-Mar-1995",493.37569,891.6,663.3,27.03
"22-Mar-1995",485.641031,870.1,631.7,26.99
"23-Mar-1995",462.963845,880.2,603,26.87
"24-Mar-1995",438.49712,810.3,501.1,26.71
"25-Mar-1995",442.80111,832.7,420.5,26.53
"26-Mar-1995",426.34078,811.8,374.4299,26.18
"27-Mar-1995",426.27071,813.2649,301.9,26.05
"28-Mar-1995",411.99445,837.1,277.2,26
"29-Mar-1995",385.56694000000005,823.7,324.6,26.21
"30-Mar-1995",396.88659,844.7,292.6,26.1
"31-Mar-1995",392.566255,844.7,271.8,26.01
"01-Apr-1995",398.0955,840.9,261.6,25.9
"02-Apr-1995",435.8793700000001,835.7,334.7675,26.06
"03-Apr-1995",403.90183,675.6945,299.5,26.05
"04-Apr-1995",406.25745,600.4,440.336,26.37
"05-Apr-1995",378.762371,530.9,293,26.06
"06-Apr-1995",379.49249000000003,538.9,218,25.74
"07-Apr-1995",375.52206,574.6,267.2,25.89
"08-Apr-1995",393.91337,529.6,213.3,25.7
"09-Apr-1995",388.26769799999994,516.3,217.229,25.65
"10-Apr-1995",396.58117999999996,493.1611,265,25.97
"11-Apr-1995",341.90452,509.6,206.2,25.65
"12-Apr-1995",338.83316,429.6,212.1949,25.63
"13-Apr-1995",342.97199,381.7,259.8254,25.81
"14-Apr-1995",345.34879000000006,275.5704,222.327,25.67
"15-Apr-1995",354.97436,347.2,201.9,25.65
"16-Apr-1995",337.68836,304.1,217.229,25.65
"17-Apr-1995",352.49760000000003,290.5829,215.8,25.72
"18-Apr-1995",335.427348,286.6,199.4,25.64
"19-Apr-1995",327.049311,307.6,199.4,25.63
"20-Apr-1995",304.38602599999996,302.9,196.4,25.62
"21-Apr-1995",296.33270999999996,292.4,173.8,25.48
"22-Apr-1995",265.81701499999997,292.4,202.2,25.55
"23-Apr-1995",254.08329999999998,312.2,184.4893,25.52
"24-Apr-1995",238.13977899999998,318.709,155.2,25.41
"25-Apr-1995",241.87891000000002,325.8,156.2,25.41
"26-Apr-1995",216.389024,315.7,157.1,25.41
"27-Apr-1995",249.56789999999998,308.8,152.1,25.4
"28-Apr-1995",239.16596999999996,300.6,156.5,25.38
"29-Apr-1995",254.16369,284.2,155.3,25.36
"30-Apr-1995",261.14975,263.4,150.4552,25.36
"01-May-1995",257.37896,235.8449,153.1,25.37
"02-May-1995",222.51367999999997,257.2,139,25.32
"03-May-1995",196.966399,220,137.4,25.32
